CRS_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,TAIL_NUM,Flight Status
900,RU,857,EWR,199,08-01-2004,2582,DCA,0,4,8,N36915,ontime
2100,RU,2051,EWR,199,08-01-2004,2879,DCA,0,4,8,N16954,ontime
1525,RU,1527,EWR,199,08-01-2004,2261,DCA,0,4,8,N16963,ontime
1455,OH,1455,JFK,184,09-01-2004,5935,BWI,0,5,9,N812CA,ontime
1640,DH,1634,JFK,213,09-01-2004,6155,DCA,0,5,9,N415FJ,ontime
1245,DH,1257,LGA,229,09-01-2004,7208,IAD,0,5,9,N650BR,ontime
1455,DH,1608,LGA,229,09-01-2004,7211,IAD,0,5,9,N697BR,delayed
1715,DH,2106,LGA,229,09-01-2004,7215,IAD,0,5,9,N658BR,delayed
2120,DH,2134,LGA,229,09-01-2004,7684,IAD,0,5,9,N699BR,ontime
640,DH,714,LGA,229,09-01-2004,7790,IAD,0,5,9,N647BR,delayed
1040,DH,1106,LGA,229,09-01-2004,7792,IAD,0,5,9,N647BR,ontime
840,DH,836,JFK,228,09-01-2004,7800,IAD,0,5,9,N667BR,delayed
1240,DH,1235,JFK,228,09-01-2004,7806,IAD,0,5,9,N316UE,ontime
1455,DH,1454,JFK,228,09-01-2004,7808,IAD,0,5,9,N308UE,ontime
1645,DH,1643,JFK,228,09-01-2004,7810,IAD,0,5,9,N311UE,ontime
1715,DH,1710,JFK,228,09-01-2004,7812,IAD,0,5,9,N333UE,ontime
2120,DH,2115,JFK,228,09-01-2004,7814,IAD,0,5,9,N675BR,ontime
1610,DH,1617,JFK,228,09-01-2004,7816,IAD,0,5,9,N309UE,ontime
1455,DL,1506,JFK,213,09-01-2004,746,DCA,0,5,9,N951DL,ontime
630,DL,629,LGA,214,09-01-2004,1740,DCA,0,5,9,N241DL,ontime
730,DL,730,LGA,214,09-01-2004,1742,DCA,0,5,9,N224DA,delayed
830,DL,832,LGA,214,09-01-2004,1744,DCA,0,5,9,N242DL,ontime
930,DL,930,LGA,214,09-01-2004,1746,DCA,0,5,9,N225DL,ontime
1030,DL,1032,LGA,214,09-01-2004,1748,DCA,0,5,9,N241DL,ontime
1130,DL,1131,LGA,214,09-01-2004,1750,DCA,0,5,9,N224DA,ontime
1230,DL,1228,LGA,214,09-01-2004,1752,DCA,0,5,9,N222DZ,ontime
1330,DL,1329,LGA,214,09-01-2004,1754,DCA,0,5,9,N225DL,ontime
1430,DL,1432,LGA,214,09-01-2004,1756,DCA,0,5,9,N241DL,ontime
1530,DL,1530,LGA,214,09-01-2004,1758,DCA,0,5,9,N221DL,ontime
1630,DL,1633,LGA,214,09-01-2004,1760,DCA,0,5,9,N222DZ,ontime
1730,DL,1735,LGA,214,09-01-2004,1762,DCA,0,5,9,N225DL,ontime
1830,DL,1829,LGA,214,09-01-2004,1764,DCA,0,5,9,N241DL,ontime
1930,DL,1931,LGA,214,09-01-2004,1766,DCA,0,5,9,N221DL,ontime
2030,DL,2030,LGA,214,09-01-2004,1768,DCA,0,5,9,N222DZ,ontime
1530,MQ,1535,JFK,213,09-01-2004,4752,DCA,0,5,9,N708MQ,ontime
600,MQ,558,JFK,213,09-01-2004,4760,DCA,0,5,9,N801MQ,ontime
1830,MQ,1851,JFK,213,09-01-2004,4784,DCA,0,5,9,N736MQ,delayed
800,MQ,843,LGA,214,09-01-2004,4954,DCA,0,5,9,N731MQ,delayed
900,MQ,851,LGA,214,09-01-2004,4956,DCA,0,5,9,N715MQ,ontime
1100,MQ,1141,LGA,214,09-01-2004,4960,DCA,0,5,9,N713MQ,delayed
1300,MQ,1252,LGA,214,09-01-2004,4964,DCA,0,5,9,N715MQ,ontime
1400,MQ,1359,LGA,214,09-01-2004,4966,DCA,0,5,9,N739MQ,ontime
1500,MQ,1503,LGA,214,09-01-2004,4968,DCA,0,5,9,N712MQ,ontime
1600,MQ,1618,LGA,214,09-01-2004,4970,DCA,0,5,9,N732MQ,delayed
1700,MQ,1658,LGA,214,09-01-2004,4972,DCA,0,5,9,N707MQ,ontime
1900,MQ,1916,LGA,214,09-01-2004,4976,DCA,0,5,9,N726MQ,delayed
850,UA,904,LGA,229,09-01-2004,846,IAD,0,5,9,N520UA,delayed
630,US,629,LGA,214,09-01-2004,1479,DCA,0,5,9,N733UW,ontime
700,US,657,LGA,214,09-01-2004,2160,DCA,0,5,9,N724UW,ontime
800,US,756,LGA,214,09-01-2004,2162,DCA,0,5,9,N738UW,ontime
1000,US,958,LGA,214,09-01-2004,2166,DCA,0,5,9,N722UW,ontime
1100,US,1057,LGA,214,09-01-2004,2168,DCA,0,5,9,N724UW,ontime
1200,US,1155,LGA,214,09-01-2004,2170,DCA,0,5,9,N738UW,ontime
1300,US,1259,LGA,214,09-01-2004,2172,DCA,0,5,9,N750UW,ontime
1400,US,1357,LGA,214,09-01-2004,2174,DCA,0,5,9,N722UW,ontime
1500,US,1458,LGA,214,09-01-2004,2176,DCA,0,5,9,N724UW,ontime
1600,US,1555,LGA,214,09-01-2004,2178,DCA,0,5,9,N738UW,ontime
1700,US,1657,LGA,214,09-01-2004,2180,DCA,0,5,9,N750UW,ontime
1800,US,1757,LGA,214,09-01-2004,2182,DCA,0,5,9,N722UW,ontime
1900,US,1902,LGA,214,09-01-2004,2184,DCA,0,5,9,N724UW,ontime
2000,US,1956,LGA,214,09-01-2004,2186,DCA,0,5,9,N738UW,ontime
2100,US,2052,LGA,214,09-01-2004,2188,DCA,0,5,9,N750UW,ontime
1720,RU,1720,EWR,169,09-01-2004,3372,BWI,0,5,9,N16963,ontime
1455,RU,1450,EWR,169,09-01-2004,2403,BWI,0,5,9,N15926,ontime
1030,RU,1108,EWR,169,09-01-2004,2303,BWI,0,5,9,N13989,delayed
700,RU,700,EWR,169,09-01-2004,2703,BWI,0,5,9,N12552,ontime
1730,CO,1727,EWR,199,09-01-2004,814,DCA,0,5,9,N70353,ontime
1900,CO,1858,EWR,199,09-01-2004,816,DCA,0,5,9,N46625,ontime
1300,CO,1258,EWR,199,09-01-2004,808,DCA,0,5,9,N14664,ontime
735,CO,732,EWR,199,09-01-2004,806,DCA,0,5,9,N19621,ontime
840,DH,840,EWR,213,09-01-2004,7299,IAD,0,5,9,N698BR,ontime
1710,DH,1707,EWR,213,09-01-2004,7302,IAD,0,5,9,N652BR,ontime
1245,DH,1242,EWR,213,09-01-2004,7303,IAD,0,5,9,N661BR,ontime
2120,DH,2121,EWR,213,09-01-2004,7304,IAD,0,5,9,N646BR,ontime
630,DH,629,EWR,213,09-01-2004,7305,IAD,0,5,9,N301UE,ontime
1430,DH,1423,EWR,213,09-01-2004,7307,IAD,0,5,9,N312UE,ontime
1630,RU,1627,EWR,199,09-01-2004,2181,DCA,0,5,9,N18556,ontime
1525,RU,1526,EWR,199,09-01-2004,2261,DCA,0,5,9,N13955,ontime
1359,RU,1357,EWR,199,09-01-2004,2216,DCA,0,5,9,N13989,ontime
700,RU,700,EWR,213,09-01-2004,2855,IAD,0,5,9,N13550,delayed
1300,RU,1256,EWR,213,09-01-2004,2692,IAD,0,5,9,N14505,ontime
1900,RU,1855,EWR,213,09-01-2004,2385,IAD,0,5,9,N27152,ontime
1500,RU,1457,EWR,213,09-01-2004,2156,IAD,0,5,9,N16151,ontime
900,RU,850,EWR,199,09-01-2004,2582,DCA,0,5,9,N11565,ontime
2100,RU,2058,EWR,199,09-01-2004,2879,DCA,0,5,9,N14907,ontime
1700,RU,1655,EWR,213,09-01-2004,2497,IAD,0,5,9,N12900,ontime
645,RU,645,EWR,199,09-01-2004,2761,DCA,0,5,9,N15985,ontime
1455,OH,1455,JFK,184,10-01-2004,5935,BWI,0,6,10,N805CA,ontime
1640,DH,1638,JFK,213,10-01-2004,6155,DCA,0,6,10,N424FJ,delayed
1245,DH,1243,LGA,229,10-01-2004,7208,IAD,0,6,10,N627BR,ontime
1715,DH,1710,LGA,229,10-01-2004,7215,IAD,0,6,10,N688BR,ontime
2120,DH,2130,LGA,229,10-01-2004,7684,IAD,0,6,10,N692BR,ontime
840,DH,918,JFK,228,10-01-2004,7800,IAD,0,6,10,N682BR,delayed
1240,DH,1303,JFK,228,10-01-2004,7806,IAD,0,6,10,N313UE,delayed
1645,DH,1642,JFK,228,10-01-2004,7810,IAD,0,6,10,N315UE,ontime
1715,DH,1708,JFK,228,10-01-2004,7812,IAD,0,6,10,N321UE,ontime
2120,DH,2126,JFK,228,10-01-2004,7814,IAD,0,6,10,N642BR,ontime
1800,DH,1800,JFK,228,10-01-2004,7818,IAD,0,6,10,N307UE,ontime
1455,DL,1505,JFK,213,10-01-2004,746,DCA,0,6,10,N906DE,delayed
730,DL,729,LGA,214,10-01-2004,1742,DCA,0,6,10,N225DL,ontime
830,DL,832,LGA,214,10-01-2004,1744,DCA,0,6,10,N241DL,ontime
1030,DL,1028,LGA,214,10-01-2004,1748,DCA,0,6,10,N221DL,ontime
1230,DL,1230,LGA,214,10-01-2004,1752,DCA,0,6,10,N241DL,ontime
1430,DL,1429,LGA,214,10-01-2004,1756,DCA,0,6,10,N221DL,ontime
1630,DL,1624,LGA,214,10-01-2004,1760,DCA,0,6,10,N241DL,ontime
1830,DL,1828,LGA,214,10-01-2004,1764,DCA,0,6,10,N221DL,ontime
2030,DL,2031,LGA,214,10-01-2004,1768,DCA,0,6,10,N241DL,ontime
1530,MQ,1529,JFK,213,10-01-2004,4752,DCA,0,6,10,N841MQ,ontime
600,MQ,557,JFK,213,10-01-2004,4760,DCA,0,6,10,N718MQ,delayed
1830,MQ,1826,JFK,213,10-01-2004,4784,DCA,0,6,10,N709MQ,ontime
900,MQ,855,LGA,214,10-01-2004,4956,DCA,0,6,10,N717MQ,ontime
1300,MQ,1309,LGA,214,10-01-2004,4964,DCA,0,6,10,N715MQ,ontime
850,UA,850,LGA,229,10-01-2004,846,IAD,0,6,10,N565UA,ontime
700,US,655,LGA,214,10-01-2004,2160,DCA,0,6,10,N722UW,ontime
900,US,857,LGA,214,10-01-2004,2164,DCA,0,6,10,N750UW,ontime
1100,US,1056,LGA,214,10-01-2004,2168,DCA,0,6,10,N722UW,ontime
1300,US,1256,LGA,214,10-01-2004,2172,DCA,0,6,10,N750UW,ontime
1500,US,1458,LGA,214,10-01-2004,2176,DCA,0,6,10,N722UW,ontime
1700,US,1656,LGA,214,10-01-2004,2180,DCA,0,6,10,N750UW,ontime
1900,US,1854,LGA,214,10-01-2004,2184,DCA,0,6,10,N722UW,ontime
1720,RU,1723,EWR,169,10-01-2004,3372,BWI,0,6,10,N13553,ontime
1455,RU,1450,EWR,169,10-01-2004,2229,BWI,0,6,10,N14943,ontime
700,RU,657,EWR,169,10-01-2004,2703,BWI,0,6,10,N10575,ontime
1030,RU,1030,EWR,169,10-01-2004,2303,BWI,0,6,10,N13936,ontime
1300,CO,1254,EWR,199,10-01-2004,808,DCA,0,6,10,N14660,ontime
840,DH,906,EWR,213,10-01-2004,7299,IAD,0,6,10,N705BR,ontime
1710,DH,1703,EWR,213,10-01-2004,7302,IAD,0,6,10,N658BR,ontime
1245,DH,1255,EWR,213,10-01-2004,7303,IAD,0,6,10,N658BR,ontime
2120,DH,2114,EWR,213,10-01-2004,7304,IAD,0,6,10,N625BR,ontime
1700,RU,1655,EWR,213,10-01-2004,2497,IAD,0,6,10,N16149,ontime
700,RU,658,EWR,213,10-01-2004,2855,IAD,0,6,10,N26545,ontime
1600,RU,1555,EWR,199,10-01-2004,2361,DCA,0,6,10,N17560,ontime
1500,RU,1456,EWR,213,10-01-2004,2156,IAD,0,6,10,N11113,ontime
645,RU,645,EWR,199,10-01-2004,2761,DCA,0,6,10,N14943,ontime
1730,RU,1719,EWR,199,10-01-2004,2097,DCA,0,6,10,N13903,ontime
1359,RU,1355,EWR,199,10-01-2004,2216,DCA,0,6,10,N13553,ontime
930,RU,925,EWR,199,10-01-2004,2582,DCA,0,6,10,N27152,ontime
1455,OH,1455,JFK,184,11-01-2004,5935,BWI,0,7,11,N966CA,ontime
1640,DH,1634,JFK,213,11-01-2004,6155,DCA,0,7,11,N415FJ,ontime
1245,DH,1304,LGA,229,11-01-2004,7208,IAD,0,7,11,N684BR,ontime
1455,DH,1500,LGA,229,11-01-2004,7211,IAD,0,7,11,N309UE,ontime
1715,DH,1712,LGA,229,11-01-2004,7215,IAD,0,7,11,N706BR,ontime
2120,DH,2115,LGA,229,11-01-2004,7684,IAD,0,7,11,N677BR,ontime
840,DH,840,JFK,228,11-01-2004,7800,IAD,0,7,11,N692BR,ontime
1240,DH,1238,JFK,228,11-01-2004,7806,IAD,0,7,11,N321UE,ontime
1455,DH,1533,JFK,228,11-01-2004,7808,IAD,0,7,11,N316UE,delayed
1645,DH,1637,JFK,228,11-01-2004,7810,IAD,0,7,11,N332UE,ontime
1715,DH,1714,JFK,228,11-01-2004,7812,IAD,0,7,11,N329UE,ontime
2120,DH,2155,JFK,228,11-01-2004,7814,IAD,0,7,11,N674BR,delayed
1610,DH,1627,JFK,228,11-01-2004,7816,IAD,0,7,11,N330UE,ontime
1455,DL,1456,JFK,213,11-01-2004,746,DCA,0,7,11,N970DL,delayed
830,DL,829,LGA,214,11-01-2004,1744,DCA,0,7,11,N221DL,ontime
1030,DL,1028,LGA,214,11-01-2004,1748,DCA,0,7,11,N242DL,ontime
1130,DL,1130,LGA,214,11-01-2004,1750,DCA,0,7,11,N241DL,ontime
1230,DL,1231,LGA,214,11-01-2004,1752,DCA,0,7,11,N221DL,ontime
1330,DL,1327,LGA,214,11-01-2004,1754,DCA,0,7,11,N222DZ,ontime
1430,DL,1430,LGA,214,11-01-2004,1756,DCA,0,7,11,N242DL,ontime
1530,DL,1529,LGA,214,11-01-2004,1758,DCA,0,7,11,N241DL,ontime
1630,DL,1628,LGA,214,11-01-2004,1760,DCA,0,7,11,N221DL,ontime
1730,DL,1732,LGA,214,11-01-2004,1762,DCA,0,7,11,N222DZ,ontime
1830,DL,1842,LGA,214,11-01-2004,1764,DCA,0,7,11,N242DL,ontime
1930,DL,1928,LGA,214,11-01-2004,1766,DCA,0,7,11,N241DL,ontime
2030,DL,2032,LGA,214,11-01-2004,1768,DCA,0,7,11,N221DL,ontime
1530,MQ,1525,JFK,213,11-01-2004,4752,DCA,0,7,11,N801MQ,ontime
600,MQ,552,JFK,213,11-01-2004,4760,DCA,0,7,11,N710MQ,ontime
925,MQ,915,JFK,213,11-01-2004,4771,DCA,0,7,11,N704MQ,ontime
1830,MQ,2015,JFK,213,11-01-2004,4784,DCA,0,7,11,N704MQ,delayed
1300,MQ,1255,LGA,214,11-01-2004,4964,DCA,0,7,11,N709MQ,delayed
1500,MQ,1456,LGA,214,11-01-2004,4968,DCA,0,7,11,N704MQ,ontime
1700,MQ,1652,LGA,214,11-01-2004,4972,DCA,0,7,11,N737MQ,ontime
1900,MQ,1900,LGA,214,11-01-2004,4976,DCA,0,7,11,N734MQ,ontime
850,UA,848,LGA,229,11-01-2004,846,IAD,0,7,11,N588UA,ontime
900,US,858,LGA,214,11-01-2004,2164,DCA,0,7,11,N763UW,ontime
1000,US,957,LGA,214,11-01-2004,2166,DCA,0,7,11,N721UW,ontime
1100,US,1057,LGA,214,11-01-2004,2168,DCA,0,7,11,N722UW,ontime
1200,US,1202,LGA,214,11-01-2004,2170,DCA,0,7,11,N748UW,ontime
1300,US,1258,LGA,214,11-01-2004,2172,DCA,0,7,11,N763UW,ontime
1400,US,1350,LGA,214,11-01-2004,2174,DCA,0,7,11,N721UW,ontime
1500,US,1452,LGA,214,11-01-2004,2176,DCA,0,7,11,N722UW,ontime
1600,US,1556,LGA,214,11-01-2004,2178,DCA,0,7,11,N748UW,ontime
1700,US,1657,LGA,214,11-01-2004,2180,DCA,0,7,11,N763UW,ontime
1800,US,1753,LGA,214,11-01-2004,2182,DCA,0,7,11,N721UW,ontime
1900,US,1856,LGA,214,11-01-2004,2184,DCA,0,7,11,N722UW,ontime
2000,US,2002,LGA,214,11-01-2004,2186,DCA,0,7,11,N748UW,ontime
2100,US,2054,LGA,214,11-01-2004,2188,DCA,0,7,11,N763UW,ontime
1720,RU,1736,EWR,169,11-01-2004,3372,BWI,0,7,11,N12540,ontime
1030,RU,1029,EWR,169,11-01-2004,2303,BWI,0,7,11,N13990,ontime
1315,RU,1310,EWR,169,11-01-2004,2703,BWI,0,7,11,N12946,ontime
1455,RU,1450,EWR,169,11-01-2004,2403,BWI,0,7,11,N10575,ontime
1900,CO,1851,EWR,199,11-01-2004,816,DCA,0,7,11,N33608,ontime
1300,CO,1255,EWR,199,11-01-2004,1767,DCA,0,7,11,N11656,ontime
1630,CO,1623,EWR,199,11-01-2004,810,DCA,0,7,11,N19623,ontime
840,DH,835,EWR,213,11-01-2004,7299,IAD,0,7,11,N654BR,ontime
1710,DH,1700,EWR,213,11-01-2004,7302,IAD,0,7,11,N691BR,ontime
1245,DH,1241,EWR,213,11-01-2004,7303,IAD,0,7,11,N691BR,ontime
2120,DH,2113,EWR,213,11-01-2004,7304,IAD,0,7,11,N652BR,ontime
1430,DH,1531,EWR,213,11-01-2004,7307,IAD,0,7,11,N307UE,delayed
2130,RU,2130,EWR,199,11-01-2004,2879,DCA,0,7,11,N13123,ontime
845,RU,844,EWR,213,11-01-2004,2254,IAD,0,7,11,N13975,ontime
1700,RU,1656,EWR,213,11-01-2004,2497,IAD,0,7,11,N13969,ontime
1730,RU,1723,EWR,199,11-01-2004,2097,DCA,0,7,11,N16976,ontime
1359,RU,1356,EWR,199,11-01-2004,2216,DCA,0,7,11,N14993,ontime
930,RU,926,EWR,199,11-01-2004,2582,DCA,0,7,11,N13968,ontime
1500,RU,1501,EWR,213,11-01-2004,2156,IAD,0,7,11,N17115,ontime
1900,RU,1856,EWR,213,11-01-2004,2385,IAD,0,7,11,N17115,ontime
1455,OH,1450,JFK,184,12-01-2004,5935,BWI,0,1,12,N812CA,ontime
1640,DH,1640,JFK,213,12-01-2004,6155,DCA,0,1,12,N418FJ,ontime
1245,DH,1244,LGA,229,12-01-2004,7208,IAD,0,1,12,N320UE,ontime
1455,DH,1442,LGA,229,12-01-2004,7211,IAD,0,1,12,N676BR,ontime
1715,DH,1709,LGA,229,12-01-2004,7215,IAD,0,1,12,N645BR,ontime
2120,DH,2112,LGA,229,12-01-2004,7684,IAD,0,1,12,N702BR,ontime
640,DH,641,LGA,229,12-01-2004,7790,IAD,0,1,12,N676BR,delayed
1040,DH,1037,LGA,229,12-01-2004,7792,IAD,0,1,12,N676BR,ontime
840,DH,833,JFK,228,12-01-2004,7800,IAD,0,1,12,N677BR,ontime
1240,DH,1240,JFK,228,12-01-2004,7806,IAD,0,1,12,N309UE,ontime
1455,DH,1535,JFK,228,12-01-2004,7808,IAD,0,1,12,N321UE,delayed
1645,DH,1638,JFK,228,12-01-2004,7810,IAD,0,1,12,N315UE,ontime
1715,DH,1710,JFK,228,12-01-2004,7812,IAD,0,1,12,N327UE,ontime
2120,DH,2112,JFK,228,12-01-2004,7814,IAD,0,1,12,N659BR,ontime
1455,DL,1451,JFK,213,12-01-2004,746,DCA,0,1,12,N974DL,ontime
630,DL,630,LGA,214,12-01-2004,1740,DCA,0,1,12,N242DL,ontime
730,DL,733,LGA,214,12-01-2004,1742,DCA,0,1,12,N222DZ,ontime
830,DL,830,LGA,214,12-01-2004,1744,DCA,0,1,12,N241DL,ontime
930,DL,1004,LGA,214,12-01-2004,1746,DCA,0,1,12,N221DL,delayed
1030,DL,1028,LGA,214,12-01-2004,1748,DCA,0,1,12,N223DZ,ontime
1130,DL,1131,LGA,214,12-01-2004,1750,DCA,0,1,12,N222DZ,ontime
1230,DL,1230,LGA,214,12-01-2004,1752,DCA,0,1,12,N241DL,ontime
1330,DL,1328,LGA,214,12-01-2004,1754,DCA,0,1,12,N221DL,ontime
1430,DL,1432,LGA,214,12-01-2004,1756,DCA,0,1,12,N223DZ,ontime
1530,DL,1529,LGA,214,12-01-2004,1758,DCA,0,1,12,N222DZ,ontime
1630,DL,1630,LGA,214,12-01-2004,1760,DCA,0,1,12,N241DL,ontime
1730,DL,1728,LGA,214,12-01-2004,1762,DCA,0,1,12,N221DL,ontime
1830,DL,1830,LGA,214,12-01-2004,1764,DCA,0,1,12,N223DZ,ontime
1930,DL,1929,LGA,214,12-01-2004,1766,DCA,0,1,12,N222DZ,ontime
2030,DL,2029,LGA,214,12-01-2004,1768,DCA,0,1,12,N224DA,ontime
1530,MQ,1527,JFK,213,12-01-2004,4752,DCA,0,1,12,N705MQ,ontime
600,MQ,553,JFK,213,12-01-2004,4760,DCA,0,1,12,N717MQ,ontime
1830,MQ,1820,JFK,213,12-01-2004,4784,DCA,0,1,12,N704MQ,ontime
700,MQ,654,LGA,214,12-01-2004,4952,DCA,0,1,12,N801MQ,delayed
800,MQ,756,LGA,214,12-01-2004,4954,DCA,0,1,12,N713MQ,ontime
900,MQ,855,LGA,214,12-01-2004,4956,DCA,0,1,12,N705MQ,ontime
1100,MQ,1053,LGA,214,12-01-2004,4960,DCA,0,1,12,N725MQ,ontime
1300,MQ,1258,LGA,214,12-01-2004,4964,DCA,0,1,12,N711MQ,ontime
1500,MQ,1450,LGA,214,12-01-2004,4968,DCA,0,1,12,N704MQ,ontime
1600,MQ,1552,LGA,214,12-01-2004,4970,DCA,0,1,12,N725MQ,ontime
1700,MQ,1647,LGA,214,12-01-2004,4972,DCA,0,1,12,N726MQ,ontime
1900,MQ,1903,LGA,214,12-01-2004,4976,DCA,0,1,12,N739MQ,ontime
850,UA,848,LGA,229,12-01-2004,846,IAD,0,1,12,N562UA,ontime
630,US,628,LGA,214,12-01-2004,1479,DCA,0,1,12,N721UW,ontime
700,US,657,LGA,214,12-01-2004,2160,DCA,0,1,12,N762UW,delayed
800,US,758,LGA,214,12-01-2004,2162,DCA,0,1,12,N722UW,ontime
900,US,857,LGA,214,12-01-2004,2164,DCA,0,1,12,N708UW,ontime
1000,US,955,LGA,214,12-01-2004,2166,DCA,0,1,12,N724UW,ontime
1100,US,1058,LGA,214,12-01-2004,2168,DCA,0,1,12,N762UW,delayed
1200,US,1156,LGA,214,12-01-2004,2170,DCA,0,1,12,N722UW,ontime
1300,US,1256,LGA,214,12-01-2004,2172,DCA,0,1,12,N708UW,ontime
1400,US,1358,LGA,214,12-01-2004,2174,DCA,0,1,12,N724UW,ontime
1500,US,1458,LGA,214,12-01-2004,2176,DCA,0,1,12,N762UW,ontime
1600,US,1559,LGA,214,12-01-2004,2178,DCA,0,1,12,N722UW,ontime
1700,US,1656,LGA,214,12-01-2004,2180,DCA,0,1,12,N708UW,delayed
1800,US,1756,LGA,214,12-01-2004,2182,DCA,0,1,12,N724UW,ontime
1900,US,1858,LGA,214,12-01-2004,2184,DCA,0,1,12,N762UW,ontime
2000,US,1958,LGA,214,12-01-2004,2186,DCA,0,1,12,N722UW,ontime
2100,US,2056,LGA,214,12-01-2004,2188,DCA,0,1,12,N708UW,ontime
700,RU,656,EWR,169,12-01-2004,2703,BWI,0,1,12,N16976,ontime
1455,RU,1509,EWR,169,12-01-2004,2403,BWI,0,1,12,N15926,delayed
1720,RU,1720,EWR,169,12-01-2004,3372,BWI,0,1,12,N12552,ontime
1030,RU,1040,EWR,169,12-01-2004,2303,BWI,0,1,12,N12540,ontime
735,CO,729,EWR,199,12-01-2004,806,DCA,0,1,12,N32626,ontime
1300,CO,1257,EWR,199,12-01-2004,808,DCA,0,1,12,N23657,ontime
1730,CO,1732,EWR,199,12-01-2004,814,DCA,0,1,12,N61304,delayed
1900,CO,1852,EWR,199,12-01-2004,816,DCA,0,1,12,N15659,ontime
840,DH,831,EWR,213,12-01-2004,7299,IAD,0,1,12,N664BR,ontime
1710,DH,1710,EWR,213,12-01-2004,7302,IAD,0,1,12,N695BR,ontime
1245,DH,1359,EWR,213,12-01-2004,7303,IAD,0,1,12,N695BR,delayed
