CRS_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,TAIL_NUM,Flight Status
2120,DH,2112,EWR,213,12-01-2004,7304,IAD,0,1,12,N333UE,ontime
630,DH,622,EWR,213,12-01-2004,7305,IAD,0,1,12,N327UE,ontime
1430,DH,1421,EWR,213,12-01-2004,7307,IAD,0,1,12,N332UE,ontime
1359,RU,1348,EWR,199,12-01-2004,2216,DCA,0,1,12,N12540,ontime
900,RU,858,EWR,199,12-01-2004,2582,DCA,0,1,12,N19554,ontime
1525,RU,1519,EWR,199,12-01-2004,2261,DCA,0,1,12,N16976,ontime
1700,RU,1649,EWR,213,12-01-2004,2497,IAD,0,1,12,N12567,ontime
1900,RU,1857,EWR,213,12-01-2004,2385,IAD,0,1,12,N16976,ontime
2100,RU,2056,EWR,199,12-01-2004,2879,DCA,0,1,12,N16927,ontime
1300,RU,1253,EWR,213,12-01-2004,2692,IAD,0,1,12,N17507,ontime
645,RU,651,EWR,199,12-01-2004,2761,DCA,0,1,12,N21537,ontime
1630,RU,1622,EWR,199,12-01-2004,2181,DCA,0,1,12,N16963,ontime
700,RU,657,EWR,213,12-01-2004,2855,IAD,0,1,12,N12996,ontime
1500,RU,1456,EWR,213,12-01-2004,2156,IAD,0,1,12,N41104,ontime
1455,OH,1453,JFK,184,13-01-2004,5935,BWI,0,2,13,N967CA,ontime
1640,DH,1639,JFK,213,13-01-2004,6155,DCA,0,2,13,N426FJ,ontime
1245,DH,1238,LGA,229,13-01-2004,7208,IAD,0,2,13,N328UE,ontime
1715,DH,1922,LGA,229,13-01-2004,7215,IAD,0,2,13,N642BR,delayed
2120,DH,2124,LGA,229,13-01-2004,7684,IAD,0,2,13,N648BR,ontime
640,DH,655,LGA,229,13-01-2004,7790,IAD,0,2,13,N690BR,delayed
1040,DH,1038,LGA,229,13-01-2004,7792,IAD,0,2,13,N690BR,ontime
840,DH,833,JFK,228,13-01-2004,7800,IAD,0,2,13,N628BR,ontime
1240,DH,1236,JFK,228,13-01-2004,7806,IAD,0,2,13,N327UE,ontime
1455,DH,1450,JFK,228,13-01-2004,7808,IAD,0,2,13,N316UE,ontime
1645,DH,1640,JFK,228,13-01-2004,7810,IAD,0,2,13,N331UE,ontime
1715,DH,1713,JFK,228,13-01-2004,7812,IAD,0,2,13,N330UE,ontime
2120,DH,2125,JFK,228,13-01-2004,7814,IAD,0,2,13,N625BR,ontime
1610,DH,1642,JFK,228,13-01-2004,7816,IAD,0,2,13,N328UE,delayed
1455,DL,1453,JFK,213,13-01-2004,746,DCA,0,2,13,N904DE,ontime
630,DL,629,LGA,214,13-01-2004,1740,DCA,0,2,13,N223DZ,ontime
730,DL,729,LGA,214,13-01-2004,1742,DCA,0,2,13,N221DL,ontime
830,DL,831,LGA,214,13-01-2004,1744,DCA,0,2,13,N222DZ,ontime
930,DL,929,LGA,214,13-01-2004,1746,DCA,0,2,13,N224DA,ontime
1030,DL,1029,LGA,214,13-01-2004,1748,DCA,0,2,13,N223DZ,ontime
1130,DL,1128,LGA,214,13-01-2004,1750,DCA,0,2,13,N221DL,ontime
1230,DL,1228,LGA,214,13-01-2004,1752,DCA,0,2,13,N222DZ,ontime
1330,DL,1329,LGA,214,13-01-2004,1754,DCA,0,2,13,N224DA,ontime
1430,DL,1429,LGA,214,13-01-2004,1756,DCA,0,2,13,N223DZ,ontime
1530,DL,1529,LGA,214,13-01-2004,1758,DCA,0,2,13,N221DL,ontime
1630,DL,1634,LGA,214,13-01-2004,1760,DCA,0,2,13,N222DZ,delayed
1730,DL,1733,LGA,214,13-01-2004,1762,DCA,0,2,13,N224DA,ontime
1830,DL,1830,LGA,214,13-01-2004,1764,DCA,0,2,13,N223DZ,ontime
1930,DL,1930,LGA,214,13-01-2004,1766,DCA,0,2,13,N221DL,ontime
2030,DL,2028,LGA,214,13-01-2004,1768,DCA,0,2,13,N222DZ,delayed
1530,MQ,1516,JFK,213,13-01-2004,4752,DCA,0,2,13,N709MQ,ontime
600,MQ,553,JFK,213,13-01-2004,4760,DCA,0,2,13,N707MQ,ontime
1830,MQ,1851,JFK,213,13-01-2004,4784,DCA,0,2,13,N700MQ,delayed
700,MQ,650,LGA,214,13-01-2004,4952,DCA,0,2,13,N715MQ,ontime
800,MQ,755,LGA,214,13-01-2004,4954,DCA,0,2,13,N724MQ,ontime
900,MQ,851,LGA,214,13-01-2004,4956,DCA,0,2,13,N709MQ,ontime
1100,MQ,1050,LGA,214,13-01-2004,4960,DCA,0,2,13,N715MQ,ontime
1300,MQ,1248,LGA,214,13-01-2004,4964,DCA,0,2,13,N736MQ,ontime
1400,MQ,1401,LGA,214,13-01-2004,4966,DCA,0,2,13,N733MQ,ontime
1500,MQ,1453,LGA,214,13-01-2004,4968,DCA,0,2,13,N704MQ,ontime
1600,MQ,1700,LGA,214,13-01-2004,4970,DCA,0,2,13,N703MQ,delayed
1700,MQ,1811,LGA,214,13-01-2004,4972,DCA,0,2,13,N727MQ,delayed
1900,MQ,2007,LGA,214,13-01-2004,4976,DCA,0,2,13,N846MQ,delayed
850,UA,845,LGA,229,13-01-2004,846,IAD,0,2,13,N514UA,ontime
630,US,629,LGA,214,13-01-2004,1479,DCA,0,2,13,N730UW,ontime
700,US,658,LGA,214,13-01-2004,2160,DCA,0,2,13,N756UW,ontime
800,US,756,LGA,214,13-01-2004,2162,DCA,0,2,13,N741UW,ontime
900,US,857,LGA,214,13-01-2004,2164,DCA,0,2,13,N737UW,ontime
1000,US,958,LGA,214,13-01-2004,2166,DCA,0,2,13,N722UW,ontime
1100,US,1057,LGA,214,13-01-2004,2168,DCA,0,2,13,N756UW,ontime
1200,US,1156,LGA,214,13-01-2004,2170,DCA,0,2,13,N741UW,ontime
1300,US,1255,LGA,214,13-01-2004,2172,DCA,0,2,13,N737UW,ontime
1400,US,1359,LGA,214,13-01-2004,2174,DCA,0,2,13,N722UW,ontime
1500,US,1459,LGA,214,13-01-2004,2176,DCA,0,2,13,N756UW,ontime
1600,US,1558,LGA,214,13-01-2004,2178,DCA,0,2,13,N741UW,delayed
1700,US,1706,LGA,214,13-01-2004,2180,DCA,0,2,13,N748UW,ontime
1800,US,1759,LGA,214,13-01-2004,2182,DCA,0,2,13,N722UW,ontime
1900,US,1857,LGA,214,13-01-2004,2184,DCA,0,2,13,N756UW,ontime
2000,US,1956,LGA,214,13-01-2004,2186,DCA,0,2,13,N741UW,ontime
2100,US,2056,LGA,214,13-01-2004,2188,DCA,0,2,13,N746UW,ontime
1030,RU,1025,EWR,169,13-01-2004,2303,BWI,0,2,13,N14542,ontime
1720,RU,1831,EWR,169,13-01-2004,3372,BWI,0,2,13,N14542,delayed
700,RU,653,EWR,169,13-01-2004,2703,BWI,0,2,13,N12530,ontime
1455,RU,1537,EWR,169,13-01-2004,2403,BWI,0,2,13,N13990,delayed
735,CO,729,EWR,199,13-01-2004,806,DCA,0,2,13,N16632,ontime
1730,CO,1816,EWR,199,13-01-2004,814,DCA,0,2,13,N14337,delayed
1900,CO,1924,EWR,199,13-01-2004,816,DCA,0,2,13,N16632,delayed
1300,CO,1258,EWR,199,13-01-2004,808,DCA,0,2,13,N16646,ontime
840,DH,836,EWR,213,13-01-2004,7299,IAD,0,2,13,N658BR,ontime
1710,DH,1708,EWR,213,13-01-2004,7302,IAD,0,2,13,N693BR,ontime
1245,DH,1237,EWR,213,13-01-2004,7303,IAD,0,2,13,N693BR,ontime
2120,DH,2115,EWR,213,13-01-2004,7304,IAD,0,2,13,N698BR,ontime
630,DH,626,EWR,213,13-01-2004,7305,IAD,0,2,13,N312UE,ontime
1430,DH,1740,EWR,213,13-01-2004,7307,IAD,0,2,13,N308UE,delayed
1300,RU,1255,EWR,213,13-01-2004,2367,IAD,0,2,13,N14974,ontime
700,RU,655,EWR,213,13-01-2004,2855,IAD,0,2,13,N17560,ontime
1500,RU,1456,EWR,213,13-01-2004,2156,IAD,0,2,13,N16149,ontime
1700,RU,1655,EWR,213,13-01-2004,2497,IAD,0,2,13,N12922,ontime
1359,RU,1355,EWR,199,13-01-2004,2216,DCA,0,2,13,N14542,ontime
1900,RU,1927,EWR,213,13-01-2004,2385,IAD,0,2,13,N15983,delayed
1525,RU,1519,EWR,199,13-01-2004,2261,DCA,0,2,13,N19554,ontime
645,RU,641,EWR,199,13-01-2004,2761,DCA,0,2,13,N24103,ontime
1630,RU,1625,EWR,199,13-01-2004,2181,DCA,0,2,13,N14974,ontime
900,RU,855,EWR,199,13-01-2004,2582,DCA,0,2,13,N12552,ontime
2100,RU,2055,EWR,199,13-01-2004,2879,DCA,0,2,13,N26549,ontime
1455,OH,1500,JFK,184,14-01-2004,5935,BWI,0,3,14,N796CA,ontime
1640,DH,1630,JFK,213,14-01-2004,6155,DCA,0,3,14,N415FJ,ontime
1245,DH,1243,LGA,229,14-01-2004,7208,IAD,0,3,14,N679BR,ontime
1715,DH,1722,LGA,229,14-01-2004,7215,IAD,0,3,14,N684BR,ontime
2120,DH,2118,LGA,229,14-01-2004,7684,IAD,0,3,14,N673BR,ontime
640,DH,640,LGA,229,14-01-2004,7790,IAD,0,3,14,N687BR,ontime
1040,DH,1034,LGA,229,14-01-2004,7792,IAD,0,3,14,N315UE,ontime
840,DH,844,JFK,228,14-01-2004,7800,IAD,0,3,14,N642BR,ontime
1240,DH,1243,JFK,228,14-01-2004,7806,IAD,0,3,14,N330UE,ontime
1455,DH,1450,JFK,228,14-01-2004,7808,IAD,0,3,14,N309UE,ontime
1645,DH,1640,JFK,228,14-01-2004,7810,IAD,0,3,14,N332UE,ontime
1715,DH,1714,JFK,228,14-01-2004,7812,IAD,0,3,14,N333UE,ontime
2120,DH,2119,JFK,228,14-01-2004,7814,IAD,0,3,14,N625BR,ontime
1610,DH,1631,JFK,228,14-01-2004,7816,IAD,0,3,14,N315UE,ontime
1455,DL,1454,JFK,213,14-01-2004,746,DCA,0,3,14,N987DL,ontime
630,DL,631,LGA,214,14-01-2004,1740,DCA,0,3,14,N223DZ,ontime
730,DL,730,LGA,214,14-01-2004,1742,DCA,0,3,14,N224DA,ontime
830,DL,829,LGA,214,14-01-2004,1744,DCA,0,3,14,N231DN,ontime
930,DL,929,LGA,214,14-01-2004,1746,DCA,0,3,14,N221DL,ontime
1030,DL,1029,LGA,214,14-01-2004,1748,DCA,0,3,14,N223DZ,ontime
1130,DL,1132,LGA,214,14-01-2004,1750,DCA,0,3,14,N224DA,delayed
1230,DL,1230,LGA,214,14-01-2004,1752,DCA,0,3,14,N231DN,ontime
1330,DL,1329,LGA,214,14-01-2004,1754,DCA,0,3,14,N221DL,ontime
1430,DL,1431,LGA,214,14-01-2004,1756,DCA,0,3,14,N223DZ,ontime
1530,DL,1530,LGA,214,14-01-2004,1758,DCA,0,3,14,N224DA,delayed
1630,DL,1631,LGA,214,14-01-2004,1760,DCA,0,3,14,N231DN,ontime
1730,DL,1728,LGA,214,14-01-2004,1762,DCA,0,3,14,N221DL,ontime
1830,DL,1829,LGA,214,14-01-2004,1764,DCA,0,3,14,N223DZ,ontime
1930,DL,1928,LGA,214,14-01-2004,1766,DCA,0,3,14,N224DA,delayed
2030,DL,2030,LGA,214,14-01-2004,1768,DCA,0,3,14,N231DN,delayed
1530,MQ,1526,JFK,213,14-01-2004,4752,DCA,0,3,14,N813MQ,ontime
600,MQ,553,JFK,213,14-01-2004,4760,DCA,0,3,14,N843MQ,ontime
1830,MQ,1825,JFK,213,14-01-2004,4784,DCA,0,3,14,N728MQ,ontime
700,MQ,657,LGA,214,14-01-2004,4952,DCA,0,3,14,N707MQ,delayed
800,MQ,757,LGA,214,14-01-2004,4954,DCA,0,3,14,N734MQ,ontime
900,MQ,853,LGA,214,14-01-2004,4956,DCA,0,3,14,N721MQ,ontime
1100,MQ,1111,LGA,214,14-01-2004,4960,DCA,0,3,14,N707MQ,delayed
1300,MQ,1255,LGA,214,14-01-2004,4964,DCA,0,3,14,N724MQ,ontime
1500,MQ,1454,LGA,214,14-01-2004,4968,DCA,0,3,14,N728MQ,ontime
1600,MQ,1612,LGA,214,14-01-2004,4970,DCA,0,3,14,N723MQ,ontime
1700,MQ,1658,LGA,214,14-01-2004,4972,DCA,0,3,14,N724MQ,ontime
1900,MQ,1917,LGA,214,14-01-2004,4976,DCA,0,3,14,N726MQ,ontime
850,UA,847,LGA,229,14-01-2004,846,IAD,0,3,14,N533UA,ontime
630,US,627,LGA,214,14-01-2004,1479,DCA,0,3,14,N737UW,ontime
700,US,657,LGA,214,14-01-2004,2160,DCA,0,3,14,N748UW,ontime
800,US,757,LGA,214,14-01-2004,2162,DCA,0,3,14,N756UW,ontime
900,US,856,LGA,214,14-01-2004,2164,DCA,0,3,14,N739UW,ontime
1000,US,1001,LGA,214,14-01-2004,2166,DCA,0,3,14,N707UW,ontime
1100,US,1057,LGA,214,14-01-2004,2168,DCA,0,3,14,N748UW,ontime
1200,US,1157,LGA,214,14-01-2004,2170,DCA,0,3,14,N756UW,ontime
1300,US,1257,LGA,214,14-01-2004,2172,DCA,0,3,14,N739UW,ontime
1400,US,1356,LGA,214,14-01-2004,2174,DCA,0,3,14,N707UW,ontime
1500,US,1500,LGA,214,14-01-2004,2176,DCA,0,3,14,N748UW,ontime
1600,US,1559,LGA,214,14-01-2004,2178,DCA,0,3,14,N756UW,ontime
1700,US,1653,LGA,214,14-01-2004,2180,DCA,0,3,14,N739UW,ontime
1800,US,1757,LGA,214,14-01-2004,2182,DCA,0,3,14,N707UW,ontime
1900,US,1858,LGA,214,14-01-2004,2184,DCA,0,3,14,N748UW,ontime
2000,US,1959,LGA,214,14-01-2004,2186,DCA,0,3,14,N756UW,delayed
2100,US,2059,LGA,214,14-01-2004,2188,DCA,0,3,14,N739UW,ontime
700,RU,655,EWR,169,14-01-2004,2703,BWI,0,3,14,N14542,ontime
1455,RU,1449,EWR,169,14-01-2004,2403,BWI,0,3,14,N14570,ontime
1720,RU,1722,EWR,169,14-01-2004,3372,BWI,0,3,14,N14974,ontime
1030,RU,1035,EWR,169,14-01-2004,2303,BWI,0,3,14,N12921,ontime
1300,CO,1257,EWR,199,14-01-2004,808,DCA,0,3,14,N11612,ontime
1900,CO,1915,EWR,199,14-01-2004,816,DCA,0,3,14,N14667,ontime
735,CO,731,EWR,199,14-01-2004,806,DCA,0,3,14,N14667,ontime
1730,CO,1745,EWR,199,14-01-2004,814,DCA,0,3,14,N39343,delayed
840,DH,848,EWR,213,14-01-2004,7299,IAD,0,3,14,N658BR,ontime
1710,DH,1703,EWR,213,14-01-2004,7302,IAD,0,3,14,N693BR,ontime
1245,DH,1245,EWR,213,14-01-2004,7303,IAD,0,3,14,N693BR,ontime
2120,DH,2330,EWR,213,14-01-2004,7304,IAD,0,3,14,N629BR,delayed
630,DH,629,EWR,213,14-01-2004,7305,IAD,0,3,14,N301UE,ontime
1430,DH,1502,EWR,213,14-01-2004,7307,IAD,0,3,14,N324UE,delayed
700,RU,656,EWR,213,14-01-2004,2855,IAD,0,3,14,N13949,ontime
1700,RU,1703,EWR,213,14-01-2004,2497,IAD,0,3,14,N15555,ontime
900,RU,856,EWR,199,14-01-2004,2582,DCA,0,3,14,N13995,ontime
1359,RU,1355,EWR,199,14-01-2004,2216,DCA,0,3,14,N12921,ontime
645,RU,643,EWR,199,14-01-2004,2761,DCA,0,3,14,N14148,ontime
1500,RU,1456,EWR,213,14-01-2004,2156,IAD,0,3,14,N34111,ontime
1630,RU,1625,EWR,199,14-01-2004,2181,DCA,0,3,14,N17560,ontime
1900,RU,1858,EWR,213,14-01-2004,2385,IAD,0,3,14,N34111,ontime
1300,RU,1255,EWR,213,14-01-2004,2367,IAD,0,3,14,N17560,ontime
1525,RU,1524,EWR,199,14-01-2004,2261,DCA,0,3,14,N13964,ontime
2100,RU,2100,EWR,199,14-01-2004,2879,DCA,0,3,14,N16911,ontime
1455,OH,1455,JFK,184,15-01-2004,5935,BWI,0,4,15,N812CA,ontime
1640,DH,1637,JFK,213,15-01-2004,6155,DCA,0,4,15,N419FJ,ontime
1245,DH,1310,LGA,229,15-01-2004,7208,IAD,0,4,15,N683BR,ontime
1455,DH,1545,LGA,229,15-01-2004,7211,IAD,0,4,15,N671BR,delayed
2120,DH,2133,LGA,229,15-01-2004,7684,IAD,0,4,15,N686BR,delayed
840,DH,858,JFK,228,15-01-2004,7800,IAD,0,4,15,N673BR,ontime
1240,DH,1236,JFK,228,15-01-2004,7806,IAD,0,4,15,N333UE,ontime
1455,DH,1502,JFK,228,15-01-2004,7808,IAD,0,4,15,N311UE,ontime
1645,DH,1644,JFK,228,15-01-2004,7810,IAD,0,4,15,N313UE,ontime
1715,DH,1714,JFK,228,15-01-2004,7812,IAD,0,4,15,N316UE,ontime
2120,DH,2138,JFK,228,15-01-2004,7814,IAD,0,4,15,N680BR,ontime
1610,DH,1605,JFK,228,15-01-2004,7816,IAD,0,4,15,N328UE,ontime
1455,DL,1501,JFK,213,15-01-2004,746,DCA,0,4,15,N963DL,ontime
630,DL,630,LGA,214,15-01-2004,1740,DCA,0,4,15,N223DZ,ontime
730,DL,729,LGA,214,15-01-2004,1742,DCA,0,4,15,N221DL,delayed
930,DL,943,LGA,214,15-01-2004,1746,DCA,0,4,15,N224DA,ontime
1130,DL,1130,LGA,214,15-01-2004,1750,DCA,0,4,15,N221DL,ontime
1330,DL,1330,LGA,214,15-01-2004,1754,DCA,0,4,15,N224DA,ontime
1430,DL,1428,LGA,214,15-01-2004,1756,DCA,0,4,15,N231DN,ontime
1530,DL,1530,LGA,214,15-01-2004,1758,DCA,0,4,15,N221DL,ontime
1630,DL,1630,LGA,214,15-01-2004,1760,DCA,0,4,15,N225DL,ontime
1730,DL,1736,LGA,214,15-01-2004,1762,DCA,0,4,15,N224DA,ontime
1830,DL,1831,LGA,214,15-01-2004,1764,DCA,0,4,15,N241DL,ontime
1930,DL,1928,LGA,214,15-01-2004,1766,DCA,0,4,15,N221DL,delayed
2030,DL,2029,LGA,214,15-01-2004,1768,DCA,0,4,15,N225DL,delayed
1530,MQ,1523,JFK,213,15-01-2004,4752,DCA,0,4,15,N727MQ,ontime
600,MQ,553,JFK,213,15-01-2004,4760,DCA,0,4,15,N728MQ,ontime
1830,MQ,1834,JFK,213,15-01-2004,4784,DCA,0,4,15,N738MQ,ontime
800,MQ,800,LGA,214,15-01-2004,4954,DCA,0,4,15,N738MQ,delayed
1100,MQ,1050,LGA,214,15-01-2004,4960,DCA,0,4,15,N739MQ,ontime
1300,MQ,1341,LGA,214,15-01-2004,4964,DCA,0,4,15,N703MQ,delayed
1400,MQ,1400,LGA,214,15-01-2004,4966,DCA,0,4,15,N715MQ,ontime
1500,MQ,1519,LGA,214,15-01-2004,4968,DCA,0,4,15,N738MQ,ontime
1600,MQ,1643,LGA,214,15-01-2004,4970,DCA,0,4,15,N838MQ,delayed
1700,MQ,1758,LGA,214,15-01-2004,4972,DCA,0,4,15,N726MQ,delayed
1900,MQ,2012,LGA,214,15-01-2004,4976,DCA,0,4,15,N721MQ,delayed
850,UA,955,LGA,229,15-01-2004,846,IAD,0,4,15,N555UA,delayed
630,US,627,LGA,214,15-01-2004,1479,DCA,0,4,15,N767UW,delayed
800,US,815,LGA,214,15-01-2004,2162,DCA,0,4,15,N748UW,ontime
900,US,1019,LGA,214,15-01-2004,2164,DCA,0,4,15,N757UW,delayed
1100,US,1058,LGA,214,15-01-2004,2168,DCA,0,4,15,N700UW,ontime
1200,US,1158,LGA,214,15-01-2004,2170,DCA,0,4,15,N748UW,ontime
1400,US,1358,LGA,214,15-01-2004,2174,DCA,0,4,15,N715UW,ontime
1500,US,1458,LGA,214,15-01-2004,2176,DCA,0,4,15,N700UW,ontime
1600,US,1559,LGA,214,15-01-2004,2178,DCA,0,4,15,N748UW,ontime
1700,US,1701,LGA,214,15-01-2004,2180,DCA,0,4,15,N757UW,ontime
1800,US,1759,LGA,214,15-01-2004,2182,DCA,0,4,15,N715UW,ontime
1900,US,1858,LGA,214,15-01-2004,2184,DCA,0,4,15,N700UW,delayed
2100,US,2056,LGA,214,15-01-2004,2188,DCA,0,4,15,N757UW,delayed
1455,RU,1450,EWR,169,15-01-2004,2403,BWI,0,4,15,N12934,ontime
1030,RU,1027,EWR,169,15-01-2004,2303,BWI,0,4,15,N11551,delayed
1720,RU,1811,EWR,169,15-01-2004,3372,BWI,0,4,15,N17560,delayed
735,CO,815,EWR,199,15-01-2004,806,DCA,0,4,15,N23657,delayed
1900,CO,1951,EWR,199,15-01-2004,816,DCA,0,4,15,N11641,delayed
1300,CO,1256,EWR,199,15-01-2004,808,DCA,0,4,15,N17614,ontime
840,DH,835,EWR,213,15-01-2004,7299,IAD,0,4,15,N675BR,ontime
1245,DH,1237,EWR,213,15-01-2004,7303,IAD,0,4,15,N677BR,ontime
2120,DH,2116,EWR,213,15-01-2004,7304,IAD,0,4,15,N709BR,ontime
630,DH,623,EWR,213,15-01-2004,7305,IAD,0,4,15,N332UE,ontime
645,RU,643,EWR,199,15-01-2004,2761,DCA,0,4,15,N16951,ontime
1900,RU,1952,EWR,213,15-01-2004,2385,IAD,0,4,15,N11150,delayed
700,RU,654,EWR,213,15-01-2004,2855,IAD,0,4,15,N23139,delayed
1300,RU,1345,EWR,213,15-01-2004,2692,IAD,0,4,15,N27512,delayed
1630,RU,1646,EWR,199,15-01-2004,2181,DCA,0,4,15,N15973,ontime
1525,RU,1525,EWR,199,15-01-2004,2261,DCA,0,4,15,N14942,ontime
1500,RU,1504,EWR,213,15-01-2004,2156,IAD,0,4,15,N11127,ontime
2100,RU,2140,EWR,199,15-01-2004,2879,DCA,0,4,15,N13994,delayed
900,RU,956,EWR,199,15-01-2004,2582,DCA,0,4,15,N15555,delayed
1359,RU,1359,EWR,199,15-01-2004,2216,DCA,0,4,15,N11551,ontime
1455,OH,1455,JFK,184,16-01-2004,5935,BWI,0,5,16,N924CA,ontime
1640,DH,1648,JFK,213,16-01-2004,6155,DCA,0,5,16,N423FJ,ontime
1455,DH,1545,LGA,229,16-01-2004,7211,IAD,0,5,16,N636BR,delayed
1715,DH,1952,LGA,229,16-01-2004,7215,IAD,0,5,16,N636BR,delayed
2120,DH,2117,LGA,229,16-01-2004,7684,IAD,0,5,16,N694BR,ontime
640,DH,640,LGA,229,16-01-2004,7790,IAD,0,5,16,N659BR,ontime
840,DH,840,JFK,228,16-01-2004,7800,IAD,0,5,16,N684BR,ontime
1240,DH,1246,JFK,228,16-01-2004,7806,IAD,0,5,16,N662BR,ontime
1455,DH,1454,JFK,228,16-01-2004,7808,IAD,0,5,16,N307UE,ontime
1645,DH,1653,JFK,228,16-01-2004,7810,IAD,0,5,16,N311UE,ontime
1715,DH,1709,JFK,228,16-01-2004,7812,IAD,0,5,16,N312UE,ontime
2120,DH,2127,JFK,228,16-01-2004,7814,IAD,0,5,16,N624BR,ontime
1610,DH,1607,JFK,228,16-01-2004,7816,IAD,0,5,16,N308UE,ontime
1455,DL,1500,JFK,213,16-01-2004,746,DCA,0,5,16,N902DE,delayed
630,DL,630,LGA,214,16-01-2004,1740,DCA,0,5,16,N241DL,ontime
730,DL,739,LGA,214,16-01-2004,1742,DCA,0,5,16,N224DA,ontime
830,DL,829,LGA,214,16-01-2004,1744,DCA,0,5,16,N225DL,delayed
930,DL,929,LGA,214,16-01-2004,1746,DCA,0,5,16,N221DL,ontime
1030,DL,1040,LGA,214,16-01-2004,1748,DCA,0,5,16,N232DZ,delayed
1130,DL,1129,LGA,214,16-01-2004,1750,DCA,0,5,16,N224DA,ontime
1230,DL,1228,LGA,214,16-01-2004,1752,DCA,0,5,16,N225DL,ontime
1330,DL,1331,LGA,214,16-01-2004,1754,DCA,0,5,16,N221DL,ontime
